id,name,category,subCategory,flavor,taste,wikipediaUrl
348,onion,vegetable,,,,"https://en.wikipedia.org/wiki/Onion"
349,shallot,vegetable,,,,"https://en.wikipedia.org/wiki/Shallot"
350,peppermint,herb,,,,"https://en.wikipedia.org/wiki/Peppermint"
351,broccoli,cabbage,,,,"https://en.wikipedia.org/wiki/Broccoli"
352,"brussels sprout",cabbage,,,,"https://en.wikipedia.org/wiki/Brussels_sprout"
353,cabbage,cabbage,,,,"https://en.wikipedia.org/wiki/Cabbage"
354,cauliflower,cabbage,,,,"https://en.wikipedia.org/wiki/Cauliflower"
355,horseradish,cabbage,,,,"https://en.wikipedia.org/wiki/Horseradish"
356,mustard,cabbage,,,,"https://en.wikipedia.org/wiki/Mustard_plant"
357,radish,"vegetable root",,,,"https://en.wikipedia.org/wiki/Radish"
358,turnip,"vegetable root",,,,"https://en.wikipedia.org/wiki/Turnip"
359,kohlrabi,cabbage,,,,"https://en.wikipedia.org/wiki/Kohlrabi"
360,rutabaga,"vegetable root",,,,"https://en.wikipedia.org/wiki/Rutabaga"
361,wasabi,cabbage,,,,"https://en.wikipedia.org/wiki/Wasabi"
362,capsicum,"vegetable fruit",,,,"https://en.wikipedia.org/wiki/Bell_pepper"
363,"cherry pepper","vegetable fruit",,,,"https://en.wikipedia.org/wiki/Pimiento"
364,tomato,"vegetable fruit",,,,"https://en.wikipedia.org/wiki/Tomato"
365,chayote,gourd,,,,"https://en.wikipedia.org/wiki/Chayote"
366,cucumber,gourd,,,,"https://en.wikipedia.org/wiki/Cucumber"
367,beetroot,"vegetable root",,,,"https://en.wikipedia.org/wiki/Beetroot"
368,carrot,"vegetable root",,,,"https://en.wikipedia.org/wiki/Carrot"
369,parsnip,"vegetable root",,,,"https://en.wikipedia.org/wiki/Parsnip"
370,"sweet potato","vegetable root",,,,"https://en.wikipedia.org/wiki/Sweet_potato"
371,asparagus,"vegetable stem",,,,"https://en.wikipedia.org/wiki/Asparagus"
372,cassava,"vegetable tuber",,,,"https://en.wikipedia.org/wiki/Cassava"
373,potato,"vegetable tuber",,,,"https://en.wikipedia.org/wiki/Potato"
374,"fried potato",bakery,,,,"https://en.wikipedia.org/wiki/Potato"
375,allspice,spice,,,,"https://en.wikipedia.org/wiki/Allspice"
376,asafoetida,spice,,,,"https://en.wikipedia.org/wiki/Asafoetida"
377,ashgourd,gourd,,,,"https://en.wikipedia.org/wiki/Winter_melon"
378,bittergourd,gourd,,,,"https://en.wikipedia.org/wiki/Momordica_charantia"
379,bottlegourd,gourd,,,,"https://en.wikipedia.org/wiki/Calabash"
380,"canola oil","essential oil",,,,"https://en.wikipedia.org/wiki/Canola"
381,"carom seed",spice,,,,"https://en.wikipedia.org/wiki/Ajwain"
382,chard,vegetable,,,,"https://en.wikipedia.org/wiki/Chard"
383,"apple cider vinegar","plant derivative",,,,"https://en.wikipedia.org/wiki/Apple_cider_vinegar"
384,colocasia,vegetable,,,,"https://en.wikipedia.org/wiki/Colocasia"
385,"curry leaf",herb,,,,"https://en.wikipedia.org/wiki/Curry_tree"
386,"drumstick leaf",vegetable,,,,"https://en.wikipedia.org/wiki/Moringa_oleifera"
387,eggplant,vegetable,,,,"https://en.wikipedia.org/wiki/Eggplant"
388,flaxseed,seed,,,,"https://en.wikipedia.org/wiki/Flax#Flax_seeds"
389,jalapeno,spice,,,,"https://en.wikipedia.org/wiki/Jalape%C3%B1o"
390,kenaf,"essential oil",,,,"https://en.wikipedia.org/wiki/Kenaf"
391,lotus,"essential oil",,,,"https://en.wikipedia.org/wiki/Nelumbo"
392,"nigella seed",seed,,,,"https://en.wikipedia.org/wiki/Nigella_sativa"
393,kewda,"essential oil",,,,"https://en.wikipedia.org/wiki/Pandanus_odorifer"
394,pomegranate,fruit,,,,"https://en.wikipedia.org/wiki/Pomegranate"
395,"poppy seed",spice,,,,"https://en.wikipedia.org/wiki/Poppy_seed"
396,spinach,vegetable,,,,"https://en.wikipedia.org/wiki/Spinach"
397,"turkey berry","vegetable fruit",,,,"https://en.wikipedia.org/wiki/Solanum_torvum"
398,"water chestnut",fruit,,,,"https://en.wikipedia.org/wiki/Water_caltrop"
399,"white pepper",spice,,,,"https://en.wikipedia.org/wiki/Black_pepper#White_pepper"
400,"garcinia indica",fruit,,,,"https://en.wikipedia.org/wiki/Garcinia_indica"
401,"cluster bean",legume,,,,"https://en.wikipedia.org/wiki/Guar"
402,paneer,dairy,,,,"https://en.wikipedia.org/wiki/Paneer"
403,"pigeon pea",legume,,,,"https://en.wikipedia.org/wiki/Pigeon_pea"
404,"basmati rice",cereal,,,,"https://en.wikipedia.org/wiki/Basmati"
405,"ricotta cheese",dairy,,,,"https://en.wikipedia.org/wiki/Ricotta"
408,"silver linden",herb,,,,"https://en.wikipedia.org/wiki/Tilia_tomentosa"
409,"redskin onion",vegetable,,,,"https://en.wikipedia.org/wiki/Allium_haematochiton"
410,"lemon verbena",herb,,,,"https://en.wikipedia.org/wiki/Aloysia_citrodora"
411,"cashew nut",nut,,,,"https://en.wikipedia.org/wiki/Cashew_nut"
412,burdock,vegetable,,,,"https://en.wikipedia.org/wiki/Arctium_lappa"
413,borage,herb,,,,"https://en.wikipedia.org/wiki/Borage"
414,capers,herb,,,,"https://en.wikipedia.org/wiki/Caper"
415,safflower,herb,,,,"https://en.wikipedia.org/wiki/Safflower"
416,chestnut,nut,,,,"https://en.wikipedia.org/wiki/Chestnut"
417,chickpea,legume,,,,"https://en.wikipedia.org/wiki/Chickpea"
418,pummelo,"fruit citrus",,,,"https://en.wikipedia.org/wiki/Pomelo"
419,"arabica coffee","beverage caffeinated",,,,"https://en.wikipedia.org/wiki/Arabica_coffee"
421,"japanese persimmon",fruit,,,,"https://en.wikipedia.org/wiki/Japanese_persimmon"
422,"black crowberry",berry,,,,"https://en.wikipedia.org/wiki/Empetrum_nigrum"
423,"rocket salad",herb,,,,"https://en.wikipedia.org/wiki/Eruca_sativa"
424,"tartary buckwheat",cereal,,,,"https://en.wikipedia.org/wiki/Fagopyrum_tataricum"
425,"black huckleberry",berry,,,,"https://en.wikipedia.org/wiki/Gaylussacia_baccata"
426,sunflower,flower,,,,"https://en.wikipedia.org/wiki/Sunflower"
427,"swamp cabbage",cabbage,,,,"https://en.wikipedia.org/wiki/Ipomoea_aquatica"
428,"grass pea",legume,,,,"https://en.wikipedia.org/wiki/Lathyrus_sativus"
429,lentils,legume,,,,"https://en.wikipedia.org/wiki/Lentils"
430,"garden cress",herb,,,,"https://en.wikipedia.org/wiki/Garden_cress"
431,"mexican oregano",herb,,,,"https://en.wikipedia.org/wiki/Mexican_oregano"
432,lupine,plant,,,,"https://en.wikipedia.org/wiki/Lupin"
433,medlar,fruit,,,,"https://en.wikipedia.org/wiki/Medlar"
434,mulberry,berry,,,,"https://en.wikipedia.org/wiki/Mulberry"
435,"black mulberry",berry,,,,"https://en.wikipedia.org/wiki/Black_mulberry"
436,"evening primrose",herb,,,,"https://en.wikipedia.org/wiki/Evening_primrose"
437,millet,legume,,,,"https://en.wikipedia.org/wiki/Millet"
438,"scarlet bean",legume,,,,"https://en.wikipedia.org/wiki/Phaseolus_coccineus"
439,pistachio,nut,,,,"https://en.wikipedia.org/wiki/Pistachio"
440,purslane,plant,,,,"https://en.wikipedia.org/wiki/Portulaca_oleracea"
441,"red raspberry",berry,,,,"https://en.wikipedia.org/wiki/Red_raspberry"
442,"black raspberry",berry,,,,"https://en.wikipedia.org/wiki/Rubus_occidentalis"
443,sorrel,herb,,,,"https://en.wikipedia.org/wiki/Sorrel"
444,"summer savory",herb,,,,"https://en.wikipedia.org/wiki/Summer_savory"
445,"winter savory",herb,,,,"https://en.wikipedia.org/wiki/Winter_savory"
446,"cherry tomato",berry,,,,"https://en.wikipedia.org/wiki/Cherry_tomato"
447,rowanberry,berry,,,,"https://en.wikipedia.org/wiki/Rowanberry"
448,sorghum,cereal,,,,"https://en.wikipedia.org/wiki/Sorghum_bicolor"
449,dandelion,flower,,,,"https://en.wikipedia.org/wiki/Dandelion"
450,linden,herb,,,,"https://en.wikipedia.org/wiki/Tilia_%C3%97_europaea"
451,"small leaf linden",plant,,,,"https://en.wikipedia.org/wiki/Tilia_cordata"
452,wheat,cereal,,,,"https://en.wikipedia.org/wiki/Common_wheat"
453,sparkleberry,berry,,,,"https://en.wikipedia.org/wiki/Sparkleberry"
454,"common verbena",herb,,,,"https://en.wikipedia.org/wiki/Verbena_officinalis"
455,"adzuki bean",legume,,,,"https://en.wikipedia.org/wiki/Azuki_bean"
456,"gram bean",legume,,,,"https://en.wikipedia.org/wiki/Vigna_mungo"
457,"mung bean",legume,,,,"https://en.wikipedia.org/wiki/Mung_bean"
458,"climbing bean",legume,,,,"https://en.wikipedia.org/wiki/Vigna_umbellata"
459,"muscadine grape",fruit,,,,"https://en.wikipedia.org/wiki/Muscadine"
460,bayberry,berry,,,,"https://en.wikipedia.org/wiki/Bayberry"
461,"elliott's blueberry",berry,,,,"https://en.wikipedia.org/wiki/Vaccinium_elliottii"
462,"canada blueberry",berry,,,,"https://en.wikipedia.org/wiki/Vaccinium_myrtilloides"
463,"buffalo currant",fruit,,,,"https://en.wikipedia.org/wiki/Buffalo_currant"
464,deerberry,berry,,,,"https://en.wikipedia.org/wiki/Vaccinium_stamineum"
465,ginseng,"vegetable root",,,,"https://en.wikipedia.org/wiki/Ginseng"
466,longan,plant,,,,"https://en.wikipedia.org/wiki/Longan"
467,"pepper c. baccatum",vegetable,,,,"https://en.wikipedia.org/wiki/Capsicum_baccatum"
468,"pepper c. chinense",vegetable,,,,"https://en.wikipedia.org/wiki/Capsicum_chinense"
469,rambutan,fruit,,,,"https://en.wikipedia.org/wiki/Rambutan"
470,"red rice",cereal,,,,"https://en.wikipedia.org/wiki/Oryza_rufipogon"
471,"annual wild rice",cereal,,,,"https://en.wikipedia.org/wiki/Zizania_aquatica"
472,"welsh onion",vegetable,,,,"https://en.wikipedia.org/wiki/Welsh_onion"
473,"hard wheat",cereal,,,,"https://en.wikipedia.org/wiki/Hard_wheat"
474,triticale,cereal,,,,"https://en.wikipedia.org/wiki/Triticale"
475,komatsuna,cabbage,,,,"https://en.wikipedia.org/wiki/Komatsuna"
476,"pak choy",cabbage,,,,"https://en.wikipedia.org/wiki/Pak_choy"
477,jostaberry,berry,,,,"https://en.wikipedia.org/wiki/Jostaberry"
478,"kai lan",cabbage,,,,"https://en.wikipedia.org/wiki/Kai-lan"
480,"pineappple sage",herb,,,,"https://en.wikipedia.org/wiki/Salvia_elegans"
481,"skunk currant",fruit,,,,"https://en.wikipedia.org/wiki/Ribes_glandulosum"
482,"breakfast cereal",cereal,,,,"https://en.wikipedia.org/wiki/Breakfast_cereal"
484,pasta,bakery,,,,"https://en.wikipedia.org/wiki/Pasta"
485,biscuit,bakery,,,,"https://en.wikipedia.org/wiki/Biscuit"
486,sourdough,cereal,,,,"https://en.wikipedia.org/wiki/Sourdough"
487,spirit,"beverage alcoholic",,,,"https://en.wikipedia.org/wiki/Distilled_beverage"
488,"beverage alcolohic other","beverage alcoholic",,,,"https://en.wikipedia.org/wiki/Alcoholic_beverage"
489,abalone,fungus,,,,"https://en.wikipedia.org/wiki/Abalone"
490,abiyuch,plant,,,,"https://en.wikipedia.org/wiki/Crateva_religiosa"
491,acerola,berry,,,,"https://en.wikipedia.org/wiki/Malpighia_emarginata"
492,acorn,nut,,,,"https://en.wikipedia.org/wiki/Acorn"
493,"winter squash",fruit,,,,"https://en.wikipedia.org/wiki/Winter_squash"
494,agar,additive,,,,"https://en.wikipedia.org/wiki/Agar"
495,"red king crab",seafood,,,,"https://en.wikipedia.org/wiki/Paralithodes_camtschaticus"
496,alfalfa,herb,,,,"https://en.wikipedia.org/wiki/Alfalfa"
497,amaranth,herb,,,,"https://en.wikipedia.org/wiki/Amaranth"
498,arrowhead,"vegetable tuber",,,,"https://en.wikipedia.org/wiki/Sagittaria_latifolia"
499,arrowroot,"vegetable tuber",,,,"https://en.wikipedia.org/wiki/Maranta_arundinacea"
500,"atlantic herring",fish,,,,"https://en.wikipedia.org/wiki/Atlantic_herring"
501,"atlantic mackerel",fish,,,,"https://en.wikipedia.org/wiki/Atlantic_mackerel"
502,"painted comber",fish,,,,"https://en.wikipedia.org/wiki/Painted_comber"
503,"atlantic pollock",fish,,,,"https://en.wikipedia.org/wiki/Pollachius_pollachius"
504,"atlantic wolffish",fish,,,,"https://en.wikipedia.org/wiki/Atlantic_wolffish"
505,"bamboo shoots",plant,,,,"https://en.wikipedia.org/wiki/Bamboo_shoots"
506,"striped bass",fish,,,,"https://en.wikipedia.org/wiki/Striped_bass"
507,beaver,meat,,,,"https://en.wikipedia.org/wiki/Beaver"
508,"beech nut",nut,,,,"https://en.wikipedia.org/wiki/Beech"
509,"beluga whale",fish,,,,"https://en.wikipedia.org/wiki/Beluga_whale"
510,bison,meat,,,,"https://en.wikipedia.org/wiki/Bison"
511,"black bear",meat,,,,"https://en.wikipedia.org/wiki/American_black_bear"
512,"alaska blackfish",fish,,,,"https://en.wikipedia.org/wiki/Alaska_blackfish"
513,"northern bluefin tuna",fish,,,,"https://en.wikipedia.org/wiki/Atlantic_bluefin_tuna"
514,bluefish,fish,,,,"https://en.wikipedia.org/wiki/Bluefish"
515,"wild boar",meat,,,,"https://en.wikipedia.org/wiki/Wild_boar"
516,"bowhead whale",fish,,,,"https://en.wikipedia.org/wiki/Bowhead_whale"
517,breadfruit,fruit,,,,"https://en.wikipedia.org/wiki/Breadfruit"
518,"breadnut tree seed","plant derivative",,,,"https://en.wikipedia.org/wiki/Brosimum_alicastrum"
519,rapini,cabbage,,,,"https://en.wikipedia.org/wiki/Rapini"
520,"brown bear",meat,,,,"https://en.wikipedia.org/wiki/Brown_bear"
521,buffalo,meat,,,,"https://en.wikipedia.org/wiki/Bubalus_bubalis"
522,burbot,fish,,,,"https://en.wikipedia.org/wiki/Burbot"
523,"giant butterbur",plant,,,,"https://en.wikipedia.org/wiki/Petasites_japonicus"
524,"american butterfish",fish,,,,"https://en.wikipedia.org/wiki/American_butterfish"
525,butternut,nut,,,,"https://en.wikipedia.org/wiki/Juglans_cinerea"
526,"butternut squash",fruit,,,,"https://en.wikipedia.org/wiki/Butternut_squash"
527,cardoon,plant,,,,"https://en.wikipedia.org/wiki/Cardoon"
528,caribou,meat,,,,"https://en.wikipedia.org/wiki/Caribou"
529,"natal plum",fruit,,,,"https://en.wikipedia.org/wiki/Carissa_macrocarpa"
530,carob,plant,,,,"https://en.wikipedia.org/wiki/Carob"
531,"common carp",fish,,,,"https://en.wikipedia.org/wiki/Common_carp"
532,"channel catfish",fish,,,,"https://en.wikipedia.org/wiki/Channel_catfish"
533,chia,herb,,,,"https://en.wikipedia.org/wiki/Salvia_hispanica"
534,"chinese chestnut",nut,,,,"https://en.wikipedia.org/wiki/Castanea_mollissima"
535,"garland chrysanthemum",flower,,,,"https://en.wikipedia.org/wiki/Garland_chrysanthemum"
536,cisco,fish,,,,"https://en.wikipedia.org/wiki/Coregonus_artedi"
537,"nuttall cockle",fish,,,,"https://en.wikipedia.org/wiki/Clinocardium_nuttallii"
538,"common octopus",seafood,,,,"https://en.wikipedia.org/wiki/Common_octopus"
539,"corn salad",vegetable,,,,"https://en.wikipedia.org/wiki/Valerianella_locusta"
540,cottonseed,"plant derivative",,,,"https://en.wikipedia.org/wiki/Cottonseed"
541,"catjang pea",legume,,,,"https://en.wikipedia.org/wiki/Vigna_unguiculata_subsp._cylindrica"
542,squashberry,berry,,,,"https://en.wikipedia.org/wiki/Squashberry"
543,"atlantic croaker",fish,,,,"https://en.wikipedia.org/wiki/Atlantic_croaker"
544,cusk,fish,,,,"https://en.wikipedia.org/wiki/Cusk_(fish)"
545,cuttlefish,fish,,,,"https://en.wikipedia.org/wiki/Cuttlefish"
546,"mule deer",meat,,,,"https://en.wikipedia.org/wiki/Mule_deer"
547,devilfish,fish,,,,"https://en.wikipedia.org/wiki/Devil_fish"
548,dock,herb,,,,"https://en.wikipedia.org/wiki/Rumex"
549,"dolphin fish",fish,,,,"https://en.wikipedia.org/wiki/Dolphin_fish"
550,"freshwater drum",fish,,,,"https://en.wikipedia.org/wiki/Freshwater_drum"
551,"mallard duck",meat,,,,"https://en.wikipedia.org/wiki/Mallard_duck"
552,"freshwater eel",fish,,,,"https://en.wikipedia.org/wiki/Freshwater_eel"
553,elk,meat,,,,"https://en.wikipedia.org/wiki/Elk"
554,emu,meat,,,,"https://en.wikipedia.org/wiki/Emu"
555,"oregon yampah",plant,,,,"https://en.wikipedia.org/wiki/Perideridia_oregana"
556,"european anchovy",fish,,,,"https://en.wikipedia.org/wiki/European_anchovy"
557,"european chestnut",nut,,,,"https://en.wikipedia.org/wiki/Castanea_sativa"
558,turbot,fish,,,,"https://en.wikipedia.org/wiki/Turbot"
559,fireweed,herb,,,,"https://en.wikipedia.org/wiki/Chamerion_angustifolium"
560,"florida pompano",fish,,,,"https://en.wikipedia.org/wiki/Florida_pompano"
561,"ginkgo nuts",nut,,,,"https://en.wikipedia.org/wiki/Ginkgo_biloba"
562,"greylag goose",meat,,,,"https://en.wikipedia.org/wiki/Greylag_goose"
563,"greenland halibut",fish,,,,"https://en.wikipedia.org/wiki/Greenland_halibut"
564,groundcherry,berry,,,,"https://en.wikipedia.org/wiki/Groundcherry"
565,grouper,fish,,,,"https://en.wikipedia.org/wiki/Grouper"
566,haddock,fish,,,,"https://en.wikipedia.org/wiki/Haddock"
567,hippoglossus,fish,,,,"https://en.wikipedia.org/wiki/Hippoglossus"
568,horse,meat,,,,"https://en.wikipedia.org/wiki/Horse"
569,"hyacinth bean",legume,,,,"https://en.wikipedia.org/wiki/Lablab_purpureus"
570,"irish moss",seafood,,,,"https://en.wikipedia.org/wiki/Chondrus_crispus"
571,"pacific jack mackerel",fish,,,,"https://en.wikipedia.org/wiki/Pacific_jack_mackerel"
572,"japanese chestnut",nut,,,,"https://en.wikipedia.org/wiki/Japanese_Chestnut"
573,"jerusalem artichoke","vegetable tuber",,,,"https://en.wikipedia.org/wiki/Jerusalem_artichoke"
574,jujube,fruit,,,,"https://en.wikipedia.org/wiki/Jujube"
575,jute,"plant derivative",,,,"https://en.wikipedia.org/wiki/Jute"
576,kale,cabbage,,,,"https://en.wikipedia.org/wiki/Kale"
577,"king mackerel",fish,,,,"https://en.wikipedia.org/wiki/King_mackerel"
578,lambsquarters,plant,,,,"https://en.wikipedia.org/wiki/Chenopodium_album"
579,"leather chiton",seafood,,,,"https://en.wikipedia.org/wiki/Katharina_tunicata"
580,"common ling",fish,,,,"https://en.wikipedia.org/wiki/Common_ling"
581,lingcod,fish,,,,"https://en.wikipedia.org/wiki/Lingcod"
582,"white lupine",plant,,,,"https://en.wikipedia.org/wiki/White_lupine"
583,"malabar spinach",vegetable,,,,"https://en.wikipedia.org/wiki/Basella_alba"
584,"mammee apple",fruit,,,,"https://en.wikipedia.org/wiki/Mammea_americana"
585,"purple mangosteen",fruit,,,,"https://en.wikipedia.org/wiki/Purple_mangosteen"
586,"alpine sweetvetch",plant,,,,"https://en.wikipedia.org/wiki/Hedysarum_alpinum"
587,milkfish,fish,,,,"https://en.wikipedia.org/wiki/Milkfish"
588,monkfish,fish,,,,"https://en.wikipedia.org/wiki/Monkfish"
589,moose,meat,,,,"https://en.wikipedia.org/wiki/Moose"
590,"moth bean",legume,,,,"https://en.wikipedia.org/wiki/Moth_bean"
591,"mountain yam","vegetable tuber",,,,"https://en.wikipedia.org/wiki/Chinese_yam"
592,"striped mullet",fish,,,,"https://en.wikipedia.org/wiki/Flathead_mullet"
593,muskrat,meat,,,,"https://en.wikipedia.org/wiki/Muskrat"
594,"new zealand spinach",vegetable,,,,"https://en.wikipedia.org/wiki/Tetragonia_tetragonioides"
595,nopal,plant,,,,"https://en.wikipedia.org/wiki/Nopal"
596,"ocean pout",fish,,,,"https://en.wikipedia.org/wiki/Ocean_pout"
597,"north pacific giant octopus",seafood,,,,"https://en.wikipedia.org/wiki/Enteroctopus_dofleini"
598,"ohelo berry",berry,,,,"https://en.wikipedia.org/wiki/Vaccinium_reticulatum"
600,opossum,meat,,,,"https://en.wikipedia.org/wiki/Opossum"
601,ostrich,meat,,,,"https://en.wikipedia.org/wiki/Ostrich"
602,"spotted seal",seafood,,,,"https://en.wikipedia.org/wiki/Spotted_seal"
603,"pacific herring",fish,,,,"https://en.wikipedia.org/wiki/Pacific_herring"
604,"pacific rockfish",fish,,,,"https://en.wikipedia.org/wiki/Rock_cod"
606,"common persimmon",fruit,,,,"https://en.wikipedia.org/wiki/Common_Persimmon"
607,pheasant,meat,,,,"https://en.wikipedia.org/wiki/Common_pheasant"
608,"northern pike",fish,,,,"https://en.wikipedia.org/wiki/Northern_pike"
609,"pili nut",nut,,,,"https://en.wikipedia.org/wiki/Pili_nut"
610,"colorado pinyon",plant,,,,"https://en.wikipedia.org/wiki/Colorado_Pinyon"
611,pitanga,berry,,,,"https://en.wikipedia.org/wiki/Eugenia_uniflora"
612,"french plantain",plant,,,,"https://en.wikipedia.org/wiki/Musa_%C3%97_paradisiaca"
613,"american pokeweed",herb,,,,"https://en.wikipedia.org/wiki/Phytolacca_americana"
614,"polar bear",meat,,,,"https://en.wikipedia.org/wiki/Polar_bear"
615,"prairie turnip",cabbage,,,,"https://en.wikipedia.org/wiki/Psoralea_esculenta"
616,quinoa,cereal,,,,"https://en.wikipedia.org/wiki/Quinoa"
617,"european rabbit",meat,,,,"https://en.wikipedia.org/wiki/European_rabbit"
618,raccoon,meat,,,,"https://en.wikipedia.org/wiki/Raccoon"
619,"rainbow smelt",fish,,,,"https://en.wikipedia.org/wiki/Rainbow_smelt"
620,"rainbow trout",fish,,,,"https://en.wikipedia.org/wiki/Rainbow_trout"
621,"malabar plum",fruit,,,,"https://en.wikipedia.org/wiki/Malabar_plum"
622,"rose hip",fruit,,,,"https://en.wikipedia.org/wiki/Rose_hip"
623,roselle,herb,,,,"https://en.wikipedia.org/wiki/Roselle_(plant)"
624,"orange roughy",fish,,,,"https://en.wikipedia.org/wiki/Orange_roughy"
625,sablefish,fish,,,,"https://en.wikipedia.org/wiki/Sablefish"
626,"pink salmon",fish,,,,"https://en.wikipedia.org/wiki/Pink_salmon"
627,"chum salmon",fish,,,,"https://en.wikipedia.org/wiki/Chum_salmon"
628,"coho salmon",fish,,,,"https://en.wikipedia.org/wiki/Coho_salmon"
629,"sockeye salmon",fish,,,,"https://en.wikipedia.org/wiki/Sockeye_salmon"
630,"chinook salmon",fish,,,,"https://en.wikipedia.org/wiki/Chinook_salmon"
631,"atlantic salmon",fish,,,,"https://en.wikipedia.org/wiki/Atlantic_salmon"
632,salmonberry,berry,,,,"https://en.wikipedia.org/wiki/Salmonberry"
633,"common salsify",plant,,,,"https://en.wikipedia.org/wiki/Tragopogon_porrifolius"
634,"spanish mackerel",fish,,,,"https://en.wikipedia.org/wiki/Spanish_mackerel"
635,"pacific sardine",fish,,,,"https://en.wikipedia.org/wiki/Pacific_sardine"
636,scup,fish,,,,"https://en.wikipedia.org/wiki/Scup"
637,"sea cucumber",seafood,,,,"https://en.wikipedia.org/wiki/Giant_California_sea_cucumber"
638,"steller sea lion",seafood,,,,"https://en.wikipedia.org/wiki/Steller_sea_lion"
639,"bearded seal",seafood,,,,"https://en.wikipedia.org/wiki/Bearded_seal"
640,"ringed seal",seafood,,,,"https://en.wikipedia.org/wiki/Ringed_seal"
641,"sea trout",fish,,,,"https://en.wikipedia.org/wiki/Sea_trout"
642,"sesbania flower",flower,,,,"https://en.wikipedia.org/wiki/Sesbania_bispinosa"
643,"american shad",fish,,,,"https://en.wikipedia.org/wiki/American_shad"
644,shark,fish,,,,"https://en.wikipedia.org/wiki/Shark"
645,sheefish,fish,,,,"https://en.wikipedia.org/wiki/Nelma"
646,sheepshead,fish,,,,"https://en.wikipedia.org/wiki/Archosargus_probatocephalus"
647,"hedge mustard",cabbage,,,,"https://en.wikipedia.org/wiki/Hedge_mustard"
648,snapper,fish,,,,"https://en.wikipedia.org/wiki/Lutjanidae"
649,spelt,cereal,,,,"https://en.wikipedia.org/wiki/Spelt"
650,spirulina,additive,,,,"https://en.wikipedia.org/wiki/Spirulina_(dietary_supplement)"
651,squab,meat,,,,"https://en.wikipedia.org/wiki/Squab_(food)"
652,squirrel,meat,,,,"https://en.wikipedia.org/wiki/Squirrel"
653,"greater sturgeon",fish,,,,"https://en.wikipedia.org/wiki/Acipenser"
654,"white sucker",fish,,,,"https://en.wikipedia.org/wiki/White_sucker"
655,"pumpkinseed sunfish",fish,,,,"https://en.wikipedia.org/wiki/Pumpkinseed"
656,swordfish,fish,,,,"https://en.wikipedia.org/wiki/Swordfish"
657,taro,"vegetable tuber",,,,"https://en.wikipedia.org/wiki/Taro"
658,teff,herb,,,,"https://en.wikipedia.org/wiki/Teff"
659,tilefish,fish,,,,"https://en.wikipedia.org/wiki/Lopholatilus_chamaeleonticeps"
660,"mexican groundcherry",berry,,,,"https://en.wikipedia.org/wiki/Mexican_Groundcherry"
661,"towel gourd",gourd,,,,"https://en.wikipedia.org/wiki/Luffa"
662,salmonidae,fish,,,,"https://en.wikipedia.org/wiki/Salmonidae"
663,walleye,fish,,,,"https://en.wikipedia.org/wiki/Walleye"
664,"alaska pollock",fish,,,,"https://en.wikipedia.org/wiki/Alaska_pollock"
665,whelk,seafood,,,,"https://en.wikipedia.org/wiki/Whelk"
667,"broad whitefish",fish,,,,"https://en.wikipedia.org/wiki/Broad_whitefish"
668,whitefish,fish,,,,"https://en.wikipedia.org/wiki/Coregonus"
669,whiting,fish,,,,"https://en.wikipedia.org/wiki/Merlangius_merlangus"
670,"wild rice",cereal,,,,"https://en.wikipedia.org/wiki/Wild_rice"
671,"tea leaf willow",herb,,,,"https://en.wikipedia.org/wiki/Salix_pulchra"
672,"winged bean",legume,,,,"https://en.wikipedia.org/wiki/Winged_bean"
673,yam,"vegetable tuber",,,,"https://en.wikipedia.org/wiki/Yam_(vegetable)"
674,jicama,"vegetable tuber",,,,"https://en.wikipedia.org/wiki/Jicama"
675,yautia,plant,,,,"https://en.wikipedia.org/wiki/Xanthosoma_sagittifolium"
676,"yellowfin tuna",fish,,,,"https://en.wikipedia.org/wiki/Yellowfin_tuna"
677,"yellowtail amberjack",fish,,,,"https://en.wikipedia.org/wiki/Yellowtail_amberjack"
678,pollock,fish,,,,"https://en.wikipedia.org/wiki/Pollock"
679,"albacore tuna",fish,,,,"https://en.wikipedia.org/wiki/Albacore_tuna"
680,"atlantic halibut",fish,,,,"https://en.wikipedia.org/wiki/Atlantic_halibut"
682,smelt,fish,,,,"https://en.wikipedia.org/wiki/Osmeridae"
683,clupeinae,fish,,,,"https://en.wikipedia.org/wiki/Clupeinae"
684,"spiny lobster",seafood,,,,"https://en.wikipedia.org/wiki/Spiny_lobster"
685,"black-eyed pea",legume,,,,"https://en.wikipedia.org/wiki/Black-eyed_pea"
686,deer,meat,,,,"https://en.wikipedia.org/wiki/Deer"
687,percoidei,fish,,,,"https://en.wikipedia.org/wiki/Percoidei"
688,perciformes,fish,,,,"https://en.wikipedia.org/wiki/Perciformes"
690,rabbit,meat,,,,"https://en.wikipedia.org/wiki/Rabbit"
691,beefalo,meat,,,,"https://en.wikipedia.org/wiki/Beefalo"
693,bivalvia,seafood,,,,"https://en.wikipedia.org/wiki/Bivalvia"
694,flatfish,fish,,,,"https://en.wikipedia.org/wiki/Flatfish"
695,walrus,seafood,,,,"https://en.wikipedia.org/wiki/Walrus"
696,"alaska wild rhubarb",plant,,,,"https://en.wikipedia.org/wiki/Aconogonon_alaskanum"
697,"oriental wheat",cereal,,,,"https://en.wikipedia.org/wiki/Khorasan_wheat"
698,"yardlong bean",legume,,,,"https://en.wikipedia.org/wiki/Vigna_unguiculata_subsp._sesquipedalis"
